,sku,forecast_period,interval,last_date,2019-06,2019-07,2019-08,2019-09,2019-10
72,ME991425,5,M,2019-05-28,0.0,0.0,0.0,0.0,0.0
73,ME993050,5,M,2019-05-28,0.0,0.0,0.0,0.0,0.0
74,ME995425,5,M,2019-05-28,0.0,0.0,0.0,0.0,0.0
75,ME996344,5,M,2019-05-28,0.0,0.0,0.0,0.0,0.0
76,ME996946,5,M,2019-05-28,0.0,0.0,0.0,0.0,0.0
77,MF300006,5,M,2019-05-28,0.0,0.0,0.0,0.0,0.0
78,MF351014,5,M,2019-05-28,0.0,0.0,0.0,0.0,0.0
79,MH001786,5,M,2019-05-28,0.0,0.0,0.0,0.0,0.0
80,MH002619,5,M,2019-05-28,0.0,0.0,0.0,0.0,0.0
81,MH002804,5,M,2019-05-28,0.0,0.0,0.0,0.0,0.0
82,MH026523,5,M,2019-05-28,0.0,0.0,0.0,0.0,0.0
83,MH030567,5,M,2019-05-28,0.0,0.0,0.0,0.0,0.0
84,MH039932,5,M,2019-05-28,0.0,0.0,0.0,0.0,0.0
85,MH056036,5,M,2019-05-28,0.0,0.0,0.0,0.0,0.0
86,MH056049,5,M,2019-05-28,0.0,0.0,0.0,0.0,0.0
87,MK359167,5,M,2019-05-28,0.0,0.0,0.0,0.0,0.0
88,MK363421,5,M,2019-05-28,0.0,0.0,0.0,0.0,0.0
89,MK372190,5,M,2019-05-28,0.0,0.0,0.0,0.0,0.0
90,MK396783,5,M,2019-05-28,0.0,0.0,0.0,0.0,0.0
91,MK416049,5,M,2019-05-28,0.0,0.0,0.0,0.0,0.0
92,MK418279,5,M,2019-05-28,0.0,0.0,0.0,0.0,0.0
93,MK435088,5,M,2019-05-28,0.0,0.0,0.0,0.0,0.0
94,MK445642,5,M,2019-05-28,0.0,0.0,0.0,0.0,0.0
95,MK447458R,5,M,2019-05-28,0.0,0.0,0.0,0.0,0.0
96,MK459555,5,M,2019-05-28,0.0,0.0,0.0,0.0,0.0
97,MK473014,5,M,2019-05-28,0.0,0.0,0.0,0.0,0.0
98,MK485618,5,M,2019-05-28,0.0,0.0,0.0,0.0,0.0
99,MK495785,5,M,2019-05-28,0.0,0.0,0.0,0.0,0.0
100,MK495786,5,M,2019-05-28,0.0,0.0,0.0,0.0,0.0
101,MK524095,5,M,2019-05-28,0.0,0.0,0.0,0.0,0.0
102,MK528184,5,M,2019-05-28,0.0,0.0,0.0,0.0,0.0
103,MK557609,5,M,2019-05-28,0.0,0.0,0.0,0.0,0.0
104,MK558851,5,M,2019-05-28,0.0,0.0,0.0,0.0,0.0
105,MK575745,5,M,2019-05-28,0.0,0.0,0.0,0.0,0.0
106,MK576049,5,M,2019-05-28,0.0,0.0,0.0,0.0,0.0
107,MK583510,5,M,2019-05-28,0.0,0.0,0.0,0.0,0.0
108,MK671223,5,M,2019-05-28,0.0,0.0,0.0,0.0,0.0
109,MK676924,5,M,2019-05-28,0.0,0.0,0.0,0.0,0.0
110,ML221370,5,M,2019-05-28,0.0,0.0,0.0,0.0,0.0
111,ML229924A,5,M,2019-05-28,0.0,0.0,0.0,0.0,0.0
112,ML231211,5,M,2019-05-28,0.0,0.0,0.0,0.0,0.0
113,ML232778,5,M,2019-05-28,0.0,0.0,0.0,0.0,0.0
114,ML238084,5,M,2019-05-28,0.0,0.0,0.0,0.0,0.0
115,ML242363,5,M,2019-05-28,0.0,0.0,0.0,0.0,0.0
116,ML278358,5,M,2019-05-28,0.0,0.0,0.0,0.0,0.0
117,ML294574,5,M,2019-05-28,0.0,0.0,0.0,0.0,0.0
118,ML301149,5,M,2019-05-28,0.0,0.0,0.0,0.0,0.0
119,ML301956,5,M,2019-05-28,0.0,0.0,0.0,0.0,0.0
120,ML326149,5,M,2019-05-28,0.0,0.0,0.0,0.0,0.0
121,ML326150,5,M,2019-05-28,0.0,0.0,0.0,0.0,0.0
122,MX903971,5,M,2019-05-28,0.0,0.0,0.0,0.0,0.0
123,MX905980,5,M,2019-05-28,0.0,0.0,0.0,0.0,0.0
124,MX911562,5,M,2019-05-28,0.0,0.0,0.0,0.0,0.0
125,MX924311,5,M,2019-05-28,0.0,0.0,0.0,0.0,0.0
126,MX926856,5,M,2019-05-28,0.0,0.0,0.0,0.0,0.0
127,MX926903,5,M,2019-05-28,0.0,0.0,0.0,0.0,0.0
128,MX926928,5,M,2019-05-28,0.0,0.0,0.0,0.0,0.0
129,MX931017,5,M,2019-05-28,0.0,0.0,0.0,0.0,0.0
130,MX932817,5,M,2019-05-28,0.0,0.0,0.0,0.0,0.0
131,MX939815,5,M,2019-05-28,0.0,0.0,0.0,0.0,0.0
132,MX939816,5,M,2019-05-28,0.0,0.0,0.0,0.0,0.0
133,MX939882,5,M,2019-05-28,0.0,0.0,0.0,0.0,0.0
134,MX943057,5,M,2019-05-28,0.0,0.0,0.0,0.0,0.0
135,MX946058,5,M,2019-05-28,0.0,0.0,0.0,0.0,0.0
136,QA103336,5,M,2019-05-28,0.0,0.0,0.0,0.0,0.0
137,QA104109,5,M,2019-05-28,0.0,0.0,0.0,0.0,0.0
138,QA104437,5,M,2019-05-28,0.0,0.0,0.0,0.0,0.0
139,QC000072R,5,M,2019-05-28,0.0,0.0,0.0,0.0,0.0
140,QC000295,5,M,2019-05-28,0.0,0.0,0.0,0.0,0.0
141,QC000311,5,M,2019-05-28,0.0,0.0,0.0,0.0,0.0
142,QC000648,5,M,2019-05-28,0.0,0.0,0.0,0.0,0.0
143,QY010026,5,M,2019-05-28,0.0,0.0,0.0,0.0,0.0
144,QY012217,5,M,2019-05-28,0.0,0.0,0.0,0.0,0.0
145,QZ040082,5,M,2019-05-28,0.0,0.0,0.0,0.0,0.0
146,QZ0BR005,5,M,2019-05-28,0.0,0.0,0.0,0.0,0.0
147,QZ100058,5,M,2019-05-28,0.0,0.0,0.0,0.0,0.0
148,ZC010602,5,M,2019-05-28,0.0,0.0,0.0,0.0,0.0
149,ZC019147,5,M,2019-05-28,0.0,0.0,0.0,0.0,0.0
150,ZC030574,5,M,2019-05-28,0.0,0.0,0.0,0.0,0.0
151,ZC037427,5,M,2019-05-28,0.0,0.0,0.0,0.0,0.0
152,ZC037680,5,M,2019-05-28,0.0,0.0,0.0,0.0,0.0
153,ZC050816,5,M,2019-05-28,0.0,0.0,0.0,0.0,0.0
154,ZC053156,5,M,2019-05-28,0.0,0.0,0.0,0.0,0.0
155,ZC101249,5,M,2019-05-28,0.0,0.0,0.0,0.0,0.0
156,ZC101257,5,M,2019-05-28,0.0,0.0,0.0,0.0,0.0
157,ZC102851,5,M,2019-05-28,0.0,0.0,0.0,0.0,0.0
158,ZC102852,5,M,2019-05-28,0.0,0.0,0.0,0.0,0.0
159,ZC102853,5,M,2019-05-28,0.0,0.0,0.0,0.0,0.0
160,ZC102889,5,M,2019-05-28,0.0,0.0,0.0,0.0,0.0
161,ZC102891,5,M,2019-05-28,0.0,0.0,0.0,0.0,0.0
162,ZC104025,5,M,2019-05-28,0.0,0.0,0.0,0.0,0.0
163,ZC105037,5,M,2019-05-28,0.0,0.0,0.0,0.0,0.0
164,ZC108100,5,M,2019-05-28,0.0,0.0,0.0,0.0,0.0
165,ZC108280,5,M,2019-05-28,0.0,0.0,0.0,0.0,0.0
166,ZC108331,5,M,2019-05-28,0.0,0.0,0.0,0.0,0.0
167,ZC108459,5,M,2019-05-28,0.0,0.0,0.0,0.0,0.0
168,ZC109063,5,M,2019-05-28,0.0,0.0,0.0,0.0,0.0
169,ZC109064,5,M,2019-05-28,0.0,0.0,0.0,0.0,0.0
170,ZC109072,5,M,2019-05-28,0.0,0.0,0.0,0.0,0.0
171,ZC109087,5,M,2019-05-28,0.0,0.0,0.0,0.0,0.0
